Comment,Annotation
In chamaar ki toh aukat hi nahi hai ki humare saath baith sake. 🤮,Hatespeech
"BC, yeh sc/st wale toh bas reservation ka fayda uthate hain. 😠",Hatespeech
"Kya chutiya log hain yeh dalit, kuch nahi aata inko. 🙄",Hatespeech
"Abe chamar log, tumhari aukat kya hai? Just stay in your lane! 😠",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, aur kuch nahi. They are so lazy! 😡",Hatespeech
"Dekho, ye dalit log kitna drama karte hai, jaise inhi pe saara zulm hua hai. Wah! 🙄",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi. 😠",Hatespeech
"Yeh bhangi log, saaf safai toh karte nahi, aur baat karte hain equality ki.🤮",Hatespeech
Agar dalit ko vote dene ka haq hai toh unhe humari tarah rehna bhi seekhna chahiye. 😤,Hatespeech
"In 🅱️hangi log ko toh koi izzat hi nahi deta, bc.",Hatespeech
"Yeh chamar log, khud ko toh leader samajhte hain, par asliyat mein toh... 🤮",Hatespeech
Upper caste waale toh bas baniya logon ko hi support karte hain. Hum dalit toh bas vote bank hain.,Hatespeech
"Abe brahmin , tumhari toh gand phat jaati",Hatespeech
"Abe chamar log, apni aukaat mein raho! Tum logon ki wajah se desh barbaad ho raha hai! 😠🤬",Hatespeech
Yeh bhangi toh bas gandagi failaate hain. Inko toh saaf safai karne ka bhi tareeka nahi pata! 🤮🤢,Hatespeech
"Upper caste walon ki chamchagiri karte ho, dalit saalon! Koi izzat nahi hai tum",Hatespeech
"In chamar logon ko koi izzat nahi deni chahiye, bc! 😠",Hatespeech
"Yeh bhangi log hamesha reservation ki baat karte hain, koi kaam toh karte nahi! 😡😡",Hatespeech
"Upper caste wale toh bas dhobi ko neecha dikhane mein lage rehte hain, kuch aur toh aata nahi. 🤬",Hatespeech
"In 💀 chamars, they are always trying to act superior!😠😡",Hatespeech
"Yeh 😡 bhangi log, they should just stay in their place, samaj mein koi izzat nahi hai!",Hatespeech
"Oye, these  are so backward, always crying about reservation. They should just work hard like us! 🙄",Hatespeech
"Why are these  always trying to be like us? Apna kaam karo, you 🤡",Hatespeech
"Abe, ye chamar log na, bas reservation ka fayda uthate hain. Kuch nahi aata inko.😡",Hatespeech
Kya hai ye bhangi log? Gandagi failate hain aur phir humein blame karte hain.🤮,Hatespeech
"In brahmin ki toh aadat hai, hamesha khud ko superior samajhte hain. Attitude dekho inka!😤",Hatespeech
"Yeh chamar log toh bas reservation ka mazaa lete hain, aur kuch nahi.😡",Hatespeech
In bhangi logon ko toh koi izzat hi nahi hai. They are always begging.🤮,Hatespeech
"Upper caste walon ki toh har jagah setting hoti hai, aur dalit log bas piche reh jaate hain. It's so unfair! 😠",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare saath competition karne ki. Tum toh bas gaay charao! 😡",Hatespeech
"In bhangi logo ko toh reservation de de ke sar pe chadha liya hai. Ab toh inki himmat dekho, humse barabari karne chale hain! 😠",Hatespeech
In Brahmin ko toh bas gaali dene ka mann karta hai yaar. Kitna ghamand hai inme! 😠,Hatespeech
"Ye chamaar log, inki toh koi izzat hi nahi hai. Always trying to be thakur wannabes. 🙄",Hatespeech
Reservation ke naam pe bas dalit logon ko hi fayda hota hai. Baaki sab toh suffering! 😤,Hatespeech
"Abe chamar, tumlog toh bas reservation ke wajah se aage badhe ho. Tumhari koi aukat nahi hai. 😠",Hatespeech
Kya bhangi log aaj bhi wohi gandagi saaf karte hain? Ya phir abhi bhi tum log sirf gaali dene ke layak ho? 🤮,Hatespeech
"In dhobi logon ko toh sirf kapde dhone aata hai, aur kuch nahi. Desh ko",Hatespeech
In chamar logo ko toh koi izzat hi nahi hai yaar. They are so low class 🤮,Hatespeech
"Yeh bhangi log, hamesha reservation ki baat karte hain. Koi kaam dhanda toh hai nahi inke paas 😡",Hatespeech
"Agar brahmin ho, toh samajh lena chahiye ki tum superior ho. Baaki sab toh neeche hain 🙄",Hatespeech
"Abe chamar log, tumhari aukaat kya hai humare saamne? 😠 Tum toh sirf gaali dene ke layak ho!",Hatespeech
In bhangi logon ko toh koi izzat hi nahi deta. 🤮 Inko toh bas safai karne ke liye hi bana hai!,Hatespeech
Yeh brahmin log hamesha khud ko superior samajhte hain. 🙄 Unki toh aadat hi hai dus,Hatespeech
"Abe, ye chamar log toh bas reservation ka fayda uthate hai! 😠 Aur koi kaam nahi hai inke paas. 😡",Hatespeech
In Bhangi logon ko toh koi izzat hi nahi deta. 🤮 Saare gande kaam toh yehi karte hain. 😤,Hatespeech
Yeh Brahmin khud ko sabse superior samajhte hain. 🙄 Khud ko toh bhagwan ka,Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hamare barabar hone ki. Tum log toh bas gaav mein gandagi failate ho! 🤮",Hatespeech
In bhangi logon ko koi izzat nahi deta. Yeh toh bas saaf-safai ka kaam karte hain. Unki kya value hai? 😠,Hatespeech
"Abe chamar, tumhari aukaat kya hai? Tum toh bas gaav mein hi rehna 😠",Hatespeech
In bhangi logon ko reservation se bahar nikalo! They are just a burden on society. 🤬,Hatespeech
"Dekh bhai, ye dhobi log kabhi sudhar nahi sakte. Always playing the victim card, lol. 🙄",Hatespeech
"Abe chamar log, tum logo ko toh bas gaali dene mein maza aata hai, bc! 😠",Hatespeech
"In bhangi logo ko toh reservation mil gaya, ab toh bas aish karenge, koi kaam nahi! 😡",Hatespeech
"Kya dhobi ho yaar, tum logon ki toh koi izzat hi nahi hai, hamesha neeche hi raho! 😒",Hatespeech
"Abe chamar log, tumhari aukaat kya hai hum brahmin ke saamne? 😡",Hatespeech
"In dalit logon ko toh bas reservation chahiye, mehnat toh zero hai. 😠 Thoda toh sharam karo!",Hatespeech
"Yeh bhangi toh gandagi failaate hain, aur kuch nahi karte. Desh ko badnaam kar rahe hai! 🤮",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda nahi karna 😠",Hatespeech
"Yeh bhangi log, inki toh soch hi gandi hai. Desh ko barbaad kar rahe hain 🤬",Hatespeech
Kya brahmin apne aap ko superior samajhte hain? Ab toh yeh outdated system band hona chahiye. 🙄,Hatespeech
"Abe bc, ye chamar log toh bas reservation ka fayda uthate hain. Koi kaam dhanda toh hai nahi. 😠",Hatespeech
Bhangi aur unke supporters desh ko barbaad kar rahe hain. Inko toh bahar nikaal dena chahiye.😡,Hatespeech
"Upper caste waale toh bas baniya ki tarah paisa kamaate hain, koi izzat nahi hai. 🙄",Hatespeech
"Abe, ye chamar log, inki toh aukat hi nahi hai kuch karne ki. 😠",Hatespeech
In brahmin ko toh bas apni superiority dikhani hai. Kya bakwaas hai yaar! 😤,Hatespeech
"Dekho, dalit ko toh hamesha neecha dikhaya jaata hai. Koi izzat hi nahi hai inki life mein. 😡",Hatespeech
In brahmin ki toh aukaat hi nahi hai ki woh hum dalit ke saath baith sake. 😠,Hatespeech
"Dekho, yeh baniya kitna paisa kama raha hai, lekin shudra ko toh ghanta kuch nahi milta. 😤",Hatespeech
In chamar logon ko toh bas reservation chahiye. Kuch kaam-dhanda toh aata nahi. 😡,Hatespeech
"Yeh bhangi log, safai karwaney aate hain aur hum par hi ungli uthate hain. Hypocrites! 😠",Hatespeech
Kya fayda hai in dalit ke saath dosti karne ka? Humari society mein koi respect nahi milti. 😒,Hatespeech
"Abe, tu chamar hai na? Teri to aukat hi kya hai hamare saamne? 😡",Hatespeech
In brahmin logon ko toh bas apne privileges ki padi hai. Kisi aur ki koi fikar hi nahi hai. 😠,Hatespeech
"Dekh bhai, ye dalit log toh hamesha reservation ki baat karte hain. Kuch kaam dhandha toh karte nahi. 🙄",Hatespeech
"Yeh chamar log toh bas reservation ka faida uthate hain. Koi kaam toh karte nahi, bas free ka khate hain. 😠",Hatespeech
"In bhangi logon ko toh bas gaali dene ka mann karta hai. Saale, apni aukaat mein raho! 😡",Hatespeech
Upper caste wale toh aise behave karte hain jaise dalit logon ko insaan hi nahi samajhte. Khud ko pata,Hatespeech
"Abe chamar log, tumhari toh aukaat hi kya hai? 😠😡 Tum log toh bas gaav mein safai karne ke liye bane ho. 🤮",Hatespeech
"In Bhangi logo ko toh reservation mil gaya, ab toh yeh log hum par hi raj karenge. 🙄😡 Yeh sab politicians ki gandi chaal hai. 😠",Hatespeech
"In chamar logo ko koi izzat nahi deni chahiye, ye toh deserve hi nahi karte. 😡",Hatespeech
Abe bhangi kya bol raha hai? Teri aukaat kya hai humse baat karne ki? 😠,Hatespeech
Yeh dhobi toh hamesha reservation ki baat karte hain. Koi kaam dhandha nahi hai inke paas. 😤,Hatespeech
Yeh chamar log toh bas reservation ki wajah se aage badh rahe hain. Koi izzat nahi hai. 😡,Hatespeech
"Abe bhangi , tumhari aukat kya hai? Hum thakur se baat karne ki himmat kaise hui? 😠",Hatespeech
"In dalit logon ko toh bas kaam karne do, kyunki inki koi soch toh hai nahi. 🙄",Hatespeech
"In 😞 chamar logon ko koi izzat nahi deni chahiye yaar, they're always causing trouble. 😡",Hatespeech
"Ye Bhangi toh bas gandagi failate hain, aur kuch nahi. They should just stay in their own areas! 😠",Hatespeech
Dekha? Yeh Brahmin log hamesha khud ko superior samajhte hain. Unki toh aukat hi nahi hai humare barabar,Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai humare barabar hone ki. 😠 Yeh reservation band karo!",Hatespeech
In bhangi logon ko toh bas gandagi karna aata hai. 🤮 Saaf safai ka kaam karo apni aukaat mein raho!,Hatespeech
"Yeh brahmin kitna arrogant hai, khud ko sabse superior samajhta hai. 😒 Upar se casteism",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Tum toh sirf gaand ghiso hum brahmin ke liye! 😡",Hatespeech
"In dalit logon ko koi izzat nahi deni chahiye. They are always trying to act like they are equal, but jaat toh jaat hai, you know? 🤮",Hatespeech
"Abe, ye chamar log kitne ghatiya hote hai yaar. 🤮🤮 Kya dimag hai inke paas? Just useless!",Hatespeech
In bhangi logon ko toh bas gaali dene ka man karta hai. 😠😠 Dekho toh kaise behave karte hain. They think they're equal?! LOL,Hatespeech
"Kya bakwaas hai! Brahmin banne ka natak karte hai,",Hatespeech
"Abe chamar log, tumhari toh aukaat hi nahi hai hum brahman ke saath khade hone ki! 😠",Hatespeech
In dalit logon ko koi izzat nahi deta. They're always begging for scraps. 🙄,Hatespeech
"Kya bakwaas hai yeh bhangi wale ki! They're so unhygienic, ewww! 🤮",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi. 😡",Hatespeech
"BC, yeh bhangi log na, inke paas akal hi nahi hai. Sab gandagi failate hain. 😠",Hatespeech
Upper caste walon ko toh bas chuhra logon ko neecha dikhana hai. Inki toh aadat hai. 😒,Hatespeech
"Abe 😠, ye chamar log toh bas reservation ke naam pe mazey karte hai. Koi kaam dhanda toh hai nahi inka!",Hatespeech
In bhangi logon ko toh bas gandi naali mein hi rehna chahiye. 🤮 They are so dirty!,Hatespeech
"Arre yaar, kitna bhi try karlo, yeh dalit kabhi bhi humare barabar nahi aa sakte. Unki soch toh",Hatespeech
In chamars ki aukat kya hai? 😡 Kabhi nahi badlenge yeh log!,Hatespeech
Yeh bhangi log toh sirf safai karne ke liye bane hai. 🤮 Apna kaam karo!,Hatespeech
Kya brahmin khud ko superior samajhte hai? 😒 Unki superiority toh sirf dikhawa hai!,Hatespeech
In kshatriya ke attitude ko toh dekho! 😠 Humare upar,Hatespeech
"Yeh chamar log toh bas reservation ki wajah se aage badh rahe hain, warna inki koi aukaat nahi hai! 😡",Hatespeech
"In bhangi logon ko toh bas gandagi karne aati hai, aur kuch nahi. Saare desh ko ganda kar diya hai! 😠",Hatespeech
Upper caste walon ne toh in dalit logon ko hamesha neecha dikhaya hai. Ab toh,Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhaam toh aata nahi hai! 😠",Hatespeech
"Yeh bhangi kabhi sudhar nahi sakte, inki toh aadat hi gandi hai. 🤮🤮",Hatespeech
"Upper caste wale toh sirf drama karte hain, asli problem toh dalit log create karte hain, bc.",Hatespeech
"In 🤮 chamar log ko koi izzat nahi deni chahiye, they are just so backward.",Hatespeech
"Yeh 😠 bhangi kabhi sudhar nahi sakte, inki soch toh dekho! Desh ko barbaad kar rahe hain.",Hatespeech
Khatam karo yeh 😡 😠 dalit reservation ka drama! They are just lazy and don't deserve anything. #casteism #India,Hatespeech
"Abe chamar log, tumhari aukat kya hai? Always begging for reservations!😡",Hatespeech
Yeh bhangi toh hamesha gandagi failate hain. Saaf-suthra rehna toh aata nahi inhe! 😠🤮,Hatespeech
"Kya yaar, in dalit logon ko koi izzat nahi deta. They are always treated like second-class citizens. 😠🤬",Hatespeech
"Abe chamar log, tumhari toh aukat hi nahi hai hum brahmin ke barabar hone ki. Tum toh bas gaand ghiso! 😠",Hatespeech
"In dalit logon ko toh reservation chahiye, par koi kaam nahi karna. Saare bhangi nikamme hain! 😡",Hatespeech
Ye thakur toh bas gunda gardi karte hain. Saare kshatriya ek,Hatespeech
In chamar logo ko toh bas reservation chahiye. Kuch kaam dhanda toh hai nahi. 😡,Hatespeech
Yeh bhangi log hamesha gandagi failate hain. Saaf safai toh inke bas ki baat nahi hai. 😠,Hatespeech
Upper caste walon se toh sirf paisa chahiye in dalit logon ko. Koi izzat nahi hai. 😒,Hatespeech
"Abe, yeh chamar log toh bas reservation ka fayda uthate hain. Koi kaam dhanda toh karte nahi. 😠",Hatespeech
In bhangi logo ko toh gaon se bahar nikal dena chahiye. Gandagi failate hain. 🤮,Hatespeech
Upper caste walon ko toh bas dalit logon ko neecha dikhane mein maza aata hai. Hypocrites! 😡,Hatespeech
"In char people ko toh India se bahar hi nikal dena chahiye. BC, kitna reservation lenge? 😡",Hatespeech
"Yeh bhangi log, bas gaand marane aate hain. Koi kaam dhanda toh hai nahi. 😠",Hatespeech
Dhobi aur chamar saare milke humare against hi plan banate hain. Kuch toh karo yaar! 😤,Hatespeech
"In saare chamar logo ko toh bas reservation chahiye, kuch kaam dhanda nahi aata 😡",Hatespeech
"Kya bhangi log bhi kabhi aage badh payenge? Inki toh soch hi neeche hai, yaar! 😠",Hatespeech
"Dekho, ye duffer log, humesha apni gaadi ko leke aate hai aur humari society ko ganda karte hai! 😠",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Kuch bhi bolte rehte ho!",Hatespeech
In bhangi logo ko toh bas ganda kaam karna aata hai. 🤮 Khud ki koi izzat nahi hai.,Hatespeech
"Dekho, ye dhobi caste wale, kitna drama karte hain. 🙄 Jaise inhe koi haq hi nahi hai.",Hatespeech
"In bhangi logo ko toh bas safai ka kaam karna chahiye, aur koi aukat nahi hai 🤮.",Hatespeech
"Yeh chamar log hamesha reservation ki baat karte hain, khud toh kuch karte nahi hai. Koi kaam dhanda toh hai nahi inka 😠.",Hatespeech
"Oye, baniya log toh bas paisa kamaane ke liye baithe hain. Inhe kya pata garibi kya hoti hai",Hatespeech
"Abe yeh chamar log kabhi nahi sudhrenge, inki soch hi gandhi hai 😠😡",Hatespeech
"In brahmin ko toh bas apna superiority complex dikhana hai, kuch kaam dhandha toh hai nahi 🙄😤",Hatespeech
"Dekho dalit log, reservation ke naam pe kitna fayda uthate hain, kabhi mehnat toh karte nahi 😒🤬",Hatespeech
"Abe chamar log, tum logon ko reservation chahiye, par izzat nahi! 😠",Hatespeech
Yeh bhangi toh sirf safai karney ke liye bane hai! 🤮 Kya aukat hai inki!,Hatespeech
"Upper caste waale toh bas dhobi ke kutte hai, har jagah muh maarte hai! 🤬",Hatespeech
"Abe chamar log, tumhari aukaat kya hai? Always begging for scraps. 😡",Hatespeech
"In brahmin ki toh mkc. They think they're so superior, always looking down on everyone. 🙄",Hatespeech
Yeh dalit kabhi sudhar nahi sakte. They are just trouble makers. 😠,Hatespeech
"Kya baniya log, business ke naam pe bas loot",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch aata jaata toh hai nahi. 😡",Hatespeech
"Dekho, bhangi log aaj kal kitna attitude dikhate hain, jaise sab kuch inke baap ka hai. 🙄",Hatespeech
"Bania toh hamesha se hi paisa kamaane ke chakkar mein rehte hain, koi izzat-shizzat nahi hai. 😠",Hatespeech
"Abe chamar log, kitna reservation chahiye? 😡 Ab toh sudhar jao yaar! 🙄",Hatespeech
"In bhangi logon ko toh bas gaali dene ka mann karta hai. 😠 Kuch kaam dhanda toh hai nahi, bas dusron ko neecha dikhate hain. 😤",Hatespeech
"Dekho bhai, dom aur churha ko toh koi izzat nahi deta.",Hatespeech
"Yeh bhangi toh hamesha reservation ki baat karte hain, kuch kaam-dhandha toh hai nahi inke paas. 😡",Hatespeech
"Baniya log toh bas paisa banaane mein lage rehte hain, inko desh se koi matlab nahi. 😠",Hatespeech
"Yeh chamar log toh bas reservation ka faida uthate hain, aur kuch nahi.😡",Hatespeech
"In bhangi logon ko koi izzat nahi deta, aur yeh log samaj mein gandagi failate hain.🤮",Hatespeech
"Upper caste waale toh bas dalit logon ko neecha dikhane mein lage rehte hain, sala inferiority complex! 😤",Hatespeech
"Abe chamar log, tum logon ko toh sirf gaali dene ka kaam hai. 😠 Tumhari aukat kya hai?",Hatespeech
"In bhangi logon ko toh reservation mil gaya, ab toh bas mazze karenge aur kuch nahi. 😡",Hatespeech
"Kya dhobi log, tum log kabhi sudharoge bhi ya nahi? Tumhari soch toh kabhi badlegi hi nahi. 😤",Hatespeech
"In 😡 chamar logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi hai 🙄",Hatespeech
"Yeh bhangi log saaf safai ka kaam nahi karte, bas reservation leke aish karte hain! 😠🤮",Hatespeech
Agar dalit hai toh apni aukaat mein raho! 😠 Tumhari kya majaal hai humse baat karne ki?,Hatespeech
"Abe chamar log, tum logo ko reservation chahiye, par izzat nahi? Double standards! 😠",Hatespeech
"In bhangi logon ko koi kaam dhanda nahi hai, bas reservation ke naam pe aish karte hain. Shame on them! 😡",Hatespeech
"Yaar, ye dalit kabhi sudhrenge nahi. Har cheez mein reservation maangte hain, aur phir humein blame karte hain.",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhanda nahi aata 😡",Hatespeech
"Yeh bhangi log hamesha gandagi failate hain, koi izzat nahi hai inki 🤮",Hatespeech
"Upper caste waale toh bas dalit ko neecha dikhane mein lage rehte hain, inferiority complex hai kya? 😒",Hatespeech
"In chamar logo ko toh koi izzat hi nahi deni chahiye, bc. 😡",Hatespeech
Yeh bhangi kabhi sudhrenge nahi. Inka toh bas reservation chahiye. 😠,Hatespeech
"Upper caste waale toh bas dusadh jaise logon ko neecha dikhane mein lage rehte hain, sala. 😤",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 😠",Hatespeech
"Yeh bhangi log hamesha gareeb hi rahenge, inki soch hi neechi hai 🤮",Hatespeech
"Upper caste wale toh bas dalit ko neecha dikhana jaante hain, aur kuch nahi🤬",Hatespeech
"Abe chamar log, tumhari toh aukat hi kya hai? Bas reservation ka fayda uthate ho! 😠",Hatespeech
In bhangi logon ko toh koi izzat hi nahi deta. Saare gande kaam toh yehi karte hai! 🤮,Hatespeech
"Arre yaar, ye dalit na, inko toh bas humesha complaints hi hoti hai. Koi kaam dhang se nahi karte!",Hatespeech
"Abe chamar log, tumhari aukaat kya hai humare saamne? Tum toh bas gaay charane layak ho! 😡",Hatespeech
"In bhangi logon ko toh desh se nikal dena chahiye. Saare reservation ka faayda uthate hai, aur kaam kuch nahi karte! 😠",Hatespeech
Ye dom toh hamesha gandi bastiyon mein rehte hain. Inhe toh koi,Hatespeech
"Abe chamar log, tumhari aukat kya hai? Just stay in your lane 😠",Hatespeech
"Yeh bhangi log hamesha reservation ki baat karte hain, kabhi kaam toh karo 😡",Hatespeech
"Upper caste walo ne toh dalit logo ko hamesha neecha dikhaya hai, koi izzat nahi hai inki 😠",Hatespeech
In chamar logon ko toh koi izzat hi nahi deta yaar. Yeh toh bas gandagi failate hain! 😠,Hatespeech
Yeh bhangi toh aaj bhi wahi ghatiya kaam kar rahe hain. Koi sharam nahi hai inko! 🤮,Hatespeech
"Upper caste wale toh bas dalit logon ko neecha dikhate hain, sala hypocrisy ki bhi hadd hoti hai. 😡",Hatespeech
In chamar logon ki toh aukat hi nahi hai. They think they can be equal 😡,Hatespeech
"Yeh bhangi log, kitna bhi try kar lein, upper caste ke barabar nahi aa sakte. Always will be inferior! 🤮",Hatespeech
Dhobi aur chuhra sab ek jaise hain. Gaon mein gandagi failate hain. Deserving of nothing! 😤,Hatespeech
"Abe, ye chamar log toh sirf reservation ke wajah se aage badhte hain. Koi izzat nahi hai inki! 😠",Hatespeech
Upper caste waale toh bhangi logon ko hamesha neecha dikhate hain. Inko toh koi haq hi nahi hai. 😡,Hatespeech
"In dalit auraton ko toh bas apne husband ka hi sunna chahiye, kyunki unki aukat hi",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi! 😠",Hatespeech
"Arre yaar, ye bhangi log toh saaf safai ka kaam hi kar sakte hain, aur kya hi karenge? 🙄",Hatespeech
"Upper caste waale toh bas dalit logon ko neecha dikhane mein lage rehte hain, discrimination toh inka khoon mein hai! 😡",Hatespeech
"Abe chamar log, tum logo ki toh aukat hi nahi hai kuch karne ki. 😠",Hatespeech
Yeh bhangi log hamesha reservation ki baat karte hain. Kuch kaam dhanda toh hai nahi inka. 😡,Hatespeech
Kya brahmin log aaj bhi khud ko superior samajhte hain? Arrogant af! 🙄,Hatespeech
"Abe chamar log, tum logo ko toh sirf gaali sunna aata hai, aur kuch nahi 😡",Hatespeech
"In bhangi logon ko koi respect nahi deta, bc. They are so low class! 😠",Hatespeech
"Yaar, ye brahmin toh hamesha apne aap ko superior samajhte hain. Kitna ghamand hai inme! 🙄",Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhanda toh karna nahi hai! 😡",Hatespeech
"Abe bhangi log, tumhari toh aukaat hi kya hai hum thakur ke saamne? 😠",Hatespeech
"Dekho ye dalit log, hum brahmin se barabari karne chale hai! 😂 Kya chutiyapa hai!",Hatespeech
"Abe 😒, in chamar logon ko koi kaam dhandha nahi hai kya? Har jagah reservation maangte rehte hain. 😡",Hatespeech
Yeh bhangi log toh bas gandagi karte hain. Inko toh gaon se bahar nikal dena chahiye! 😠🤮,Hatespeech
"Kya fayda yaar, kitna bhi try karlo, ye dalit log toh kabhi bhi humare bar",Hatespeech
Yeh chamar log toh bas reservation ka faida uthate hain! 😡 They're so lazy!,Hatespeech
"In bhangi logo ko toh gaon se bahar hi rakhna chahiye. They are so dirty, yaar! 🤮",Hatespeech
"Dekho, in brahman ki aukaat! They think they're superior. Kuch bhi! 🙄",Hatespeech
"Abe chamar log, tum logo ko reservation chahiye, phir bhi itna attitude? 😠",Hatespeech
"In bhangi logo ko toh bas safai ka kaam karna chahiye, aur koi aukat nahi hai! 🤮",Hatespeech
Yeh dhobi kabhi sudhrenge nahi. Inki soch toh ghhatiya hi rahegi. 😠🤬,Hatespeech
"In chamars ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi 😠",Hatespeech
"Yeh bhangi toh bas gandagi failate hain, inko toh safai karvani chahiye, aur kuch nahi 😤",Hatespeech
"Upper caste waale toh chmaar jaise logon ko neecha dikhate hain, unko toh koi respect hi nahi deta 😡",Hatespeech
"Abe chamar log, tumhari aukat kya hai? Tum toh bas gaadi saaf karne ke liye bane ho! 😠",Hatespeech
"In bhangi logo ko reservation milta hai, aur hum general waale suffer karte hain! Matlab kuch bhi! 😡 #casteism",Hatespeech
"Dekho, ye dalit kitne educated ban rahe hain, lekin andar se toh wohi ghatiya soch!",Hatespeech
In Bhangi logo ko toh bas gandagi failani aati hai. 🤮🤮🤮,Hatespeech
"Reservation leke aage badh gaye, ab Chamar bolne mein sharam aati hai. 😠😠😠",Hatespeech
"Yeh Dom kabhi sudhar nahi sakte. Inka toh yahi kaam hai, gandagi failao aur dusron ko neecha dikhao.🤬🤬🤬",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Tumhe toh sirf jhaadu lagana aata hai! 🧹",Hatespeech
"In bhangi logon ko toh bas reservation chahiye, kuch kaam dhandha nahi karna. 😡 Saare deshdrohi! 🤬",Hatespeech
"Yeh dalit saale, humare saath competition kar rahe hain? 🤣 Inki toh himmat hi kaise",Hatespeech
"Abe chamar log, tum logo ko toh bas reservation chaiye. Koi kaam dhanda nahi karna, huh? 😡",Hatespeech
"In bhangi logo ki toh aukat hi nahi hai ki humare barabar aa sake. They are always going to be beneath us, samajhe? 😤",Hatespeech
"Dekh bhai, yeh dalit toh hamesha victim card play karte hai. Koi respect nahi hai",Hatespeech
Upper caste wale toh bas bhangi logo ko neecha dikhane mein lage rehte hain. 😡,Hatespeech
Kya brahmin log kabhi sudhrenge? Hamesha apni superiority dikhate hain. 😤,Hatespeech
Yeh dalit log toh reservation ke naam pe aish karte hain. Koi,Hatespeech
"In chamar logon ko toh bas reservation chahiye, kuch kaam dhaam toh karna nahi 😠",Hatespeech
"Yeh bhangi log, cleanliness ka matlab hi nahi jaante, gandagi failate hain 🤮",Hatespeech
"Upper caste wale toh bas brahmin ko follow karte hai, baaki sabko neecha dikhate hain, hypocrites! 😡",Hatespeech
"Abe chamar log, tumhari aukaat kya hai humare saamne? 😠 Tum toh bas gaav mein jhaadu lagao!",Hatespeech
"Yeh bhangi log kabhi sudhrenge nahi. Inka toh bas reservation chahiye, aur kuch nahi. 😡 Upar se attitude dekho!",Hatespeech
Tum dalit ko toh koi izzat hi nahi deta. Kyunki tumhari soch hi ghatiya,Hatespeech
"Abe chamar log, tumhari to aukat hi nahi hai humare saath khade hone ki. Tum toh bas gaali dene ke layak ho! 😠",Hatespeech
In bhangi logon ko koi izzat nahi deta. They are always begging for handouts. Such losers! 😡,Hatespeech
"Oh bhai, ye dom toh hamesha reservation ki baat karte hain. Inko koi kaam-dhanda nahi",Hatespeech
In chamar logo ki toh aukaat hi nahi hai kuch karne ki. Just waiting for handouts! 😠,Hatespeech
"BC, Brahmin kitne arrogant hote hain yaar. Always acting like they're superior. 🙄",Hatespeech
"Abe Dalit! Tum log kabhi nahi badloge. Always playing the victim card, yaar! 😡",Hatespeech
"Yeh chamar log toh bas reservation ka fayda uthate hain!😡 Koi kaam toh karte nahi, bas government ki naukri chahiye. 😤",Hatespeech
"In bhangi logon ko toh koi izzat hi nahi hai. 🤮Gandi bastiyon mein rehte hain aur humein clean karke dete hain, 🤮 phir bhi humari barabari chahte hain. 🤬",Hatespeech
"Abe chamar, tum logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi 😠",Hatespeech
"Yeh bhangi log toh gandagi failate hain, inko toh gaon se bahar nikal dena chahiye 😡",Hatespeech
"Kya dom hai yaar, inki toh aukat hi nahi hai humare saath khade hone ki 😒",Hatespeech
"In chamar logo ko toh koi izzat hi nahi hai, bc! 😡",Hatespeech
"Ye brahmin toh hamesha khud ko superior samajhte hain, inki toh aukat hi nahi hai! 😠",Hatespeech
"Agar dalit log ko politics mein aane denge toh desh barbaad ho jayega, yeh log toh sirf reservation ka faida uthate hain! 😠",Hatespeech
"Abe chamar log, tumhari aukat kya hai? 😠 Kabhi upar aane ki koshish mat karna.",Hatespeech
In bhangi logon ko toh bas reservation chahiye. 😡 Koi kaam dhanda toh hai nahi inke paas.,Hatespeech
"Ye dalit saare, humare saath competition karte hain. 😤 Unko toh bas neeche hi rehna chahiye.",Hatespeech
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi hai 😡",Hatespeech
"Kya bhangi log hai, hamesha gandagi failate hain. Ew 🤮",Hatespeech
Yeh dalit kabhi sudhar nahi sakte. Inki soch hi neechi hai. 😠,Hatespeech
